0.062500 r1:148 r2:229 r3:165 nr1:169087 nr2:127133 nr3:169087 r1rate:0.331931 r2rate:0.249572 r3rate:0.331931 f nf:44097, frate:0.086566 acl:0.000000 arl:10.551897
0.062500 r1:168 r2:37 r3:90 nr1:119246 nr2:119246 nr3:138263 r1rate:0.283344 r2rate:0.283344 r3rate:0.328531 f nf:44097, frate:0.104780 acl:0.000000 arl:8.543778
0.062500 r1:190 r2:101 r3:150 nr1:130618 nr2:162733 nr3:162733 r1rate:0.261141 r2rate:0.325348 r3rate:0.325348 f nf:44097, frate:0.088162 acl:0.000000 arl:10.342744
0.824021 r1:120 r2:70 r3:60 nr1:117124 nr2:62255 nr3:93905 r1rate:0.369033 r2rate:0.196152 r3rate:0.295875 f nf:44097, frate:0.138940 acl:1.966060 arl:6.197338
0.828004 r1:120 r2:26 r3:60 nr1:116563 nr2:65403 nr3:91126 r1rate:0.367488 r2rate:0.206196 r3rate:0.287292 f nf:44097, frate:0.139024 acl:1.977733 arl:6.192984
0.840833 r1:120 r2:54 r3:60 nr1:115594 nr2:64135 nr3:98025 r1rate:0.359154 r2rate:0.199269 r3rate:0.304566 f nf:44097, frate:0.137011 acl:1.977126 arl:6.298705
0.841957 r1:120 r2:38 r3:60 nr1:116639 nr2:62655 nr3:99949 r1rate:0.360732 r2rate:0.193774 r3rate:0.309114 f nf:44097, frate:0.136380 acl:1.969422 arl:6.332472
0.842006 r1:180 r2:90 r3:106 nr1:146532 nr2:76668 nr3:67120 r1rate:0.438172 r2rate:0.229259 r3rate:0.200707 f nf:44097, frate:0.131862 acl:1.894398 arl:6.583668
0.843516 r1:180 r2:62 r3:210 nr1:144703 nr2:85517 nr3:62053 r1rate:0.430190 r2rate:0.254235 r3rate:0.184478 f nf:44097, frate:0.131097 acl:1.885385 arl:6.627957
0.844333 r1:120 r2:118 r3:60 nr1:115724 nr2:66355 nr3:96008 r1rate:0.359186 r2rate:0.205954 r3rate:0.297991 f nf:44097, frate:0.136869 acl:1.983637 arl:6.306257
0.846022 r1:180 r2:90 r3:182 nr1:150809 nr2:82963 nr3:62064 r1rate:0.443643 r2rate:0.244057 r3rate:0.182577 f nf:44097, frate:0.129723 acl:1.868656 arl:6.708756
0.846086 r1:180 r2:118 r3:90 nr1:148426 nr2:69358 nr3:73835 r1rate:0.442118 r2rate:0.206597 r3rate:0.219933 f nf:44097, frate:0.131352 acl:1.895832 arl:6.613126
0.846690 r1:180 r2:62 r3:102 nr1:136095 nr2:81431 nr3:69058 r1rate:0.411560 r2rate:0.246252 r3rate:0.208836 f nf:44097, frate:0.133352 acl:1.930628 arl:6.498946
