0.803050 r1:120 r2:70 r3:60 nr1:114090 nr2:60345 nr3:90950 r1rate:0.368648 r2rate:0.194987 r3rate:0.293878 f nf:44097, frate:0.142486 acl:1.968825 arl:6.018210
0.806675 r1:120 r2:26 r3:60 nr1:113179 nr2:63141 nr3:88754 r1rate:0.366072 r2rate:0.204227 r3rate:0.287071 f nf:44097, frate:0.142630 acl:1.980784 arl:6.011157
0.818852 r1:120 r2:54 r3:60 nr1:112183 nr2:61997 nr3:95259 r1rate:0.357799 r2rate:0.197735 r3rate:0.303822 f nf:44097, frate:0.140644 acl:1.980580 arl:6.110144
0.818941 r1:120 r2:38 r3:60 nr1:113072 nr2:60715 nr3:96618 r1rate:0.359527 r2rate:0.193051 r3rate:0.307209 f nf:44097, frate:0.140212 acl:1.973736 arl:6.132050
0.820583 r1:180 r2:62 r3:210 nr1:140246 nr2:83301 nr3:59669 r1rate:0.428477 r2rate:0.254500 r3rate:0.182300 f nf:44097, frate:0.134724 acl:1.888547 arl:6.422568
0.821240 r1:180 r2:90 r3:106 nr1:142699 nr2:74699 nr3:64859 r1rate:0.437252 r2rate:0.228889 r3rate:0.198738 f nf:44097, frate:0.135120 acl:1.896606 arl:6.400821
0.822611 r1:120 r2:118 r3:60 nr1:112268 nr2:64259 nr3:93303 r1rate:0.357625 r2rate:0.204694 r3rate:0.297212 f nf:44097, frate:0.140469 acl:1.987539 arl:6.119010
0.823679 r1:180 r2:90 r3:182 nr1:146520 nr2:80226 nr3:60115 r1rate:0.442715 r2rate:0.242405 r3rate:0.181639 f nf:44097, frate:0.133240 acl:1.872165 arl:6.505227
0.823771 r1:120 r2:50 r3:60 nr1:107936 nr2:64012 nr3:96536 r1rate:0.345306 r2rate:0.204785 r3rate:0.308835 f nf:44097, frate:0.141074 acl:2.000553 arl:6.088487
0.825141 r1:180 r2:62 r3:102 nr1:132073 nr2:79335 nr3:66781 r1rate:0.409801 r2rate:0.246163 r3rate:0.207210 f nf:44097, frate:0.136826 acl:1.934235 arl:6.308570
0.825310 r1:180 r2:118 r3:90 nr1:144557 nr2:67089 nr3:71895 r1rate:0.441210 r2rate:0.204766 r3rate:0.219434 f nf:44097, frate:0.134591 acl:1.898147 arl:6.429939
0.825366 r1:120 r2:10 r3:60 nr1:113926 nr2:61510 nr3:104117 r1rate:0.353446 r2rate:0.190830 r3rate:0.323015 f nf:42776, frate:0.132709 acl:1.970093 arl:6.195577
0.825721 r1:180 r2:90 r3:150 nr1:141828 nr2:71799 nr3:68331 r1rate:0.434982 r2rate:0.220205 r3rate:0.209569 f nf:44097, frate:0.135244 acl:1.909831 arl:6.394040
0.825868 r1:180 r2:90 r3:166 nr1:143051 nr2:76838 nr3:64376 r1rate:0.435650 r2rate:0.234004 r3rate:0.196052 f nf:44097, frate:0.134294 acl:1.894695 arl:6.446357
0.825939 r1:180 r2:54 r3:90 nr1:145805 nr2:65129 nr3:74229 r1rate:0.442826 r2rate:0.197804 r3rate:0.225442 f nf:44097, frate:0.133928 acl:1.888905 arl:6.466721
0.826823 r1:180 r2:62 r3:90 nr1:127033 nr2:81352 nr3:67783 r1rate:0.396650 r2rate:0.254015 r3rate:0.211647 f nf:44097, frate:0.137689 acl:1.952686 arl:6.262739
0.827375 r1:180 r2:30 r3:90 nr1:125467 nr2:83280 nr3:67194 r1rate:0.392038 r2rate:0.260219 r3rate:0.209956 f nf:44097, frate:0.137787 acl:1.955705 arl:6.257591
0.828020 r1:180 r2:110 r3:150 nr1:135155 nr2:73946 nr3:70034 r1rate:0.418136 r2rate:0.228771 r3rate:0.216668 f nf:44097, frate:0.136425 acl:1.934957 arl:6.330022
0.828781 r1:180 r2:62 r3:150 nr1:132046 nr2:78289 nr3:68421 r1rate:0.408997 r2rate:0.242491 r3rate:0.211926 f nf:44097, frate:0.136585 acl:1.939514 arl:6.321428
0.829338 r1:180 r2:74 r3:150 nr1:143488 nr2:68188 nr3:72351 r1rate:0.437298 r2rate:0.207812 r3rate:0.220499 f nf:44097, frate:0.134391 acl:1.904905 arl:6.440960
0.829985 r1:120 r2:194 r3:60 nr1:108912 nr2:62963 nr3:99672 r1rate:0.345047 r2rate:0.199475 r3rate:0.315773 f nf:44097, frate:0.139705 acl:1.994133 arl:6.157947
0.830880 r1:180 r2:98 r3:150 nr1:152301 nr2:64183 nr3:73689 r1rate:0.455623 r2rate:0.192009 r3rate:0.220448 f nf:44097, frate:0.131920 acl:1.868307 arl:6.580334
0.831340 r1:180 r2:110 r3:90 nr1:131480 nr2:77178 nr3:70052 r1rate:0.407302 r2rate:0.239084 r3rate:0.217009 f nf:44097, frate:0.136605 acl:1.946312 arl:6.320385
0.831571 r1:180 r2:114 r3:150 nr1:151213 nr2:65011 nr3:73356 r1rate:0.453172 r2rate:0.194832 r3rate:0.219841 f nf:44097, frate:0.132155 acl:1.873815 arl:6.566887
0.831721 r1:120 r2:114 r3:60 nr1:106618 nr2:64635 nr3:99201 r1rate:0.338953 r2rate:0.205483 r3rate:0.315373 f nf:44097, frate:0.140190 acl:2.006721 arl:6.133161
0.832283 r1:180 r2:30 r3:150 nr1:134652 nr2:83642 nr3:64526 r1rate:0.411884 r2rate:0.255851 r3rate:0.197377 f nf:44097, frate:0.134887 acl:1.920380 arl:6.413588
0.832285 r1:180 r2:118 r3:150 nr1:151209 nr2:73256 nr3:65259 r1rate:0.452964 r2rate:0.219447 r3rate:0.195491 f nf:44097, frate:0.132098 acl:1.874624 arl:6.570152
0.832824 r1:120 r2:74 r3:60 nr1:116167 nr2:65779 nr3:92516 r1rate:0.364664 r2rate:0.206489 r3rate:0.290420 f nf:44097, frate:0.138426 acl:1.980252 arl:6.224052
0.833004 r1:180 r2:194 r3:150 nr1:153930 nr2:62952 nr3:75300 r1rate:0.457745 r2rate:0.187202 r3rate:0.223921 f nf:44097, frate:0.131132 acl:1.860589 arl:6.625893
0.833713 r1:180 r2:90 r3:22 nr1:145111 nr2:81863 nr3:62011 r1rate:0.435661 r2rate:0.245774 r3rate:0.186173 f nf:44097, frate:0.132391 acl:1.882903 arl:6.553394
0.834895 r1:180 r2:198 r3:90 nr1:139051 nr2:69666 nr3:74707 r1rate:0.424556 r2rate:0.212707 r3rate:0.228098 f nf:44097, frate:0.134639 acl:1.922790 arl:6.427285
0.835026 r1:180 r2:30 r3:102 nr1:130283 nr2:83065 nr3:67329 r1rate:0.401150 r2rate:0.255762 r3rate:0.207310 f nf:44097, frate:0.135777 acl:1.941938 arl:6.364991
0.836423 r1:180 r2:58 r3:150 nr1:137479 nr2:70005 nr3:75651 r1rate:0.420127 r2rate:0.213931 r3rate:0.231185 f nf:44097, frate:0.134758 acl:1.928561 arl:6.420732
0.836633 r1:120 r2:98 r3:60 nr1:110397 nr2:60360 nr3:104899 r1rate:0.345257 r2rate:0.188771 r3rate:0.328063 f nf:44097, frate:0.137910 acl:1.981423 arl:6.251128
0.837158 r1:180 r2:226 r3:150 nr1:152208 nr2:64624 nr3:75341 r1rate:0.452636 r2rate:0.192179 r3rate:0.224049 f nf:44097, frate:0.131136 acl:1.870678 arl:6.625689
0.837997 r1:180 r2:26 r3:150 nr1:137432 nr2:70703 nr3:75234 r1rate:0.419683 r2rate:0.215909 r3rate:0.229746 f nf:44097, frate:0.134661 acl:1.930887 arl:6.426038
0.838167 r1:180 r2:94 r3:150 nr1:139390 nr2:78462 nr3:67725 r1rate:0.422812 r2rate:0.237999 r3rate:0.205430 f nf:44097, frate:0.133759 acl:1.916378 arl:6.476109
0.838271 r1:180 r2:54 r3:102 nr1:151749 nr2:72561 nr3:67012 r1rate:0.452416 r2rate:0.216329 r3rate:0.199786 f nf:44097, frate:0.131468 acl:1.878838 arl:6.606390
0.838289 r1:180 r2:74 r3:102 nr1:146801 nr2:69028 nr3:72455 r1rate:0.441665 r2rate:0.207677 r3rate:0.217988 f nf:44097, frate:0.132670 acl:1.898683 arl:6.537497
0.838505 r1:180 r2:94 r3:102 nr1:136628 nr2:78725 nr3:68712 r1rate:0.416343 r2rate:0.239897 r3rate:0.209384 f nf:44097, frate:0.134376 acl:1.927417 arl:6.441821
0.838662 r1:180 r2:118 r3:60 nr1:108663 nr2:76361 nr3:83721 r1rate:0.347341 r2rate:0.244088 r3rate:0.267614 f nf:44097, frate:0.140956 acl:2.037703 arl:6.094406
0.838901 r1:180 r2:90 r3:210 nr1:160298 nr2:86524 nr3:54139 r1rate:0.464554 r2rate:0.250752 r3rate:0.156898 f nf:44097, frate:0.127796 acl:1.820140 arl:6.824977
0.838987 r1:120 r2:90 r3:60 nr1:127388 nr2:71477 nr3:80162 r1rate:0.394239 r2rate:0.221206 r3rate:0.248084 f nf:44097, frate:0.136471 acl:1.963438 arl:6.327573
0.839123 r1:180 r2:70 r3:150 nr1:142890 nr2:71129 nr3:71939 r1rate:0.432928 r2rate:0.215507 r3rate:0.217961 f nf:44097, frate:0.133605 acl:1.916184 arl:6.484750
0.839227 r1:180 r2:110 r3:210 nr1:144274 nr2:83702 nr3:62423 r1rate:0.431318 r2rate:0.250233 r3rate:0.186618 f nf:44097, frate:0.131831 acl:1.887132 arl:6.585459
0.839385 r1:184 r2:54 r3:60 nr1:112539 nr2:62282 nr3:101902 r1rate:0.350785 r2rate:0.194134 r3rate:0.317630 f nf:44097, frate:0.137451 acl:1.980799 arl:6.275325
0.839631 r1:180 r2:230 r3:90 nr1:147185 nr2:63237 nr3:81038 r1rate:0.438629 r2rate:0.188454 r3rate:0.241503 f nf:44097, frate:0.131414 acl:1.881239 arl:6.609520
0.840006 r1:180 r2:226 r3:90 nr1:158537 nr2:59677 nr3:79925 r1rate:0.463239 r2rate:0.174374 r3rate:0.233538 f nf:44097, frate:0.128850 acl:1.839985 arl:6.760981
0.840277 r1:180 r2:246 r3:90 nr1:150308 nr2:60012 nr3:84152 r1rate:0.443951 r2rate:0.177252 r3rate:0.248552 f nf:44097, frate:0.130245 acl:1.863546 arl:6.677824
0.840997 r1:120 r2:30 r3:210 nr1:181288 nr2:58080 nr3:69886 r1rate:0.513054 r2rate:0.164369 r3rate:0.197781 f nf:44097, frate:0.124797 acl:1.776112 arl:7.013039
0.841213 r1:180 r2:30 r3:210 nr1:136105 nr2:85386 nr3:64946 r1rate:0.411773 r2rate:0.258327 r3rate:0.196488 f nf:44097, frate:0.133411 acl:1.918126 arl:6.495612
0.841338 r1:180 r2:194 r3:90 nr1:159191 nr2:59308 nr3:80565 r1rate:0.463896 r2rate:0.172828 r3rate:0.234773 f nf:44097, frate:0.128502 acl:1.837435 arl:6.781958
0.841750 r1:180 r2:10 r3:150 nr1:153427 nr2:58133 nr3:102390 r1rate:0.433055 r2rate:0.164083 r3rate:0.289001 f nf:40340, frate:0.113862 acl:1.844890 arl:6.758131
0.842911 r1:180 r2:50 r3:150 nr1:152739 nr2:67794 nr3:72530 r1rate:0.453016 r2rate:0.201074 r3rate:0.215120 f nf:44097, frate:0.130790 acl:1.878847 arl:6.645872
0.843529 r1:180 r2:242 r3:150 nr1:153678 nr2:62807 nr3:79397 r1rate:0.452022 r2rate:0.184738 r3rate:0.233535 f nf:44097, frate:0.129705 acl:1.862421 arl:6.709799
0.843600 r1:180 r2:38 r3:150 nr1:144513 nr2:67216 nr3:78233 r1rate:0.432597 r2rate:0.201210 r3rate:0.234189 f nf:44097, frate:0.132004 acl:1.900616 arl:6.575549
0.843621 r1:180 r2:230 r3:150 nr1:147928 nr2:66344 nr3:77572 r1rate:0.440339 r2rate:0.197487 r3rate:0.230910 f nf:44097, frate:0.131264 acl:1.888412 arl:6.618228
0.844132 r1:180 r2:50 r3:102 nr1:154701 nr2:67717 nr3:71973 r1rate:0.457035 r2rate:0.200057 r3rate:0.212631 f nf:44097, frate:0.130276 acl:1.873298 arl:6.675987
0.844207 r1:180 r2:110 r3:102 nr1:142202 nr2:80786 nr3:66495 r1rate:0.426291 r2rate:0.242179 r3rate:0.199337 f nf:44097, frate:0.132193 acl:1.905240 arl:6.564687
0.845976 r1:180 r2:90 r3:102 nr1:147558 nr2:81281 nr3:64491 r1rate:0.437303 r2rate:0.240885 r3rate:0.191126 f nf:44097, frate:0.130686 acl:1.884508 arl:6.651926
0.846402 r1:180 r2:70 r3:90 nr1:138653 nr2:69473 nr3:79289 r1rate:0.418244 r2rate:0.209564 r3rate:0.239174 f nf:44097, frate:0.133018 acl:1.924338 arl:6.517790
0.846630 r1:180 r2:118 r3:166 nr1:154302 nr2:74589 nr3:66672 r1rate:0.454284 r2rate:0.219599 r3rate:0.196290 f nf:44097, frate:0.129827 acl:1.871834 arl:6.702565
0.847053 r1:120 r2:30 r3:102 nr1:195738 nr2:57837 nr3:64386 r1rate:0.540626 r2rate:0.159745 r3rate:0.177833 f nf:44097, frate:0.121795 acl:1.740914 arl:7.210491
0.847297 r1:180 r2:38 r3:90 nr1:141957 nr2:67379 nr3:80751 r1rate:0.424787 r2rate:0.201622 r3rate:0.241636 f nf:44097, frate:0.131954 acl:1.908790 arl:6.578384
0.847687 r1:180 r2:66 r3:150 nr1:160188 nr2:54806 nr3:88759 r1rate:0.460509 r2rate:0.157556 r3rate:0.255165 f nf:44097, frate:0.126770 acl:1.823818 arl:6.888292
0.847729 r1:180 r2:162 r3:90 nr1:160935 nr2:56738 nr3:85572 r1rate:0.463333 r2rate:0.163349 r3rate:0.246362 f nf:44097, frate:0.126956 acl:1.826972 arl:6.876772
0.848116 r1:184 r2:26 r3:60 nr1:115795 nr2:68440 nr3:94318 r1rate:0.358887 r2rate:0.212118 r3rate:0.292323 f nf:44097, frate:0.136671 acl:1.989902 arl:6.316824
0.848611 r1:120 r2:30 r3:146 nr1:183642 nr2:64904 nr3:62510 r1rate:0.517079 r2rate:0.182749 r3rate:0.176009 f nf:44097, frate:0.124163 acl:1.783093 arl:7.053904
0.848980 r1:180 r2:156 r3:90 nr1:107553 nr2:75702 nr3:88927 r1rate:0.340057 r2rate:0.239352 r3rate:0.281166 f nf:44097, frate:0.139424 acl:2.038719 arl:6.172347
0.849367 r1:180 r2:198 r3:150 nr1:144281 nr2:72939 nr3:72417 r1rate:0.432323 r2rate:0.218554 r3rate:0.216990 f nf:44097, frate:0.132132 acl:1.916799 arl:6.568179
