0.062500 r1:184 r2:193 r3:105 nr1:129538 nr2:140904 nr3:129538 r1rate:0.291702 r2rate:0.317296 r3rate:0.291702 f nf:44097, frate:0.099300 acl:0.000000 arl:9.070458
0.789354 r1:120 r2:70 r3:60 nr1:111742 nr2:58941 nr3:89455 r1rate:0.367288 r2rate:0.193735 r3rate:0.294033 f nf:44097, frate:0.144944 acl:1.971391 arl:5.899222
0.793135 r1:120 r2:26 r3:60 nr1:110993 nr2:61646 nr3:87356 r1rate:0.364998 r2rate:0.202722 r3rate:0.287268 f nf:44097, frate:0.145012 acl:1.982735 arl:5.895979
0.805933 r1:120 r2:38 r3:60 nr1:111013 nr2:59316 nr3:95195 r1rate:0.358545 r2rate:0.191576 r3rate:0.307457 f nf:44097, frate:0.142423 acl:1.975454 arl:6.021362
0.806083 r1:120 r2:54 r3:60 nr1:109887 nr2:60459 nr3:94257 r1rate:0.355967 r2rate:0.195850 r3rate:0.305335 f nf:44097, frate:0.142847 acl:1.982731 arl:6.000476
0.807966 r1:180 r2:62 r3:210 nr1:137644 nr2:82113 nr3:58396 r1rate:0.427134 r2rate:0.254811 r3rate:0.181213 f nf:44097, frate:0.136841 acl:1.890920 arl:6.307753
0.808275 r1:180 r2:90 r3:106 nr1:140179 nr2:73783 nr3:63280 r1rate:0.436234 r2rate:0.229611 r3rate:0.196926 f nf:44097, frate:0.137229 acl:1.897921 arl:6.287094
0.810116 r1:120 r2:50 r3:60 nr1:105876 nr2:62580 nr3:94942 r1rate:0.344318 r2rate:0.203516 r3rate:0.308759 f nf:44097, frate:0.143407 acl:2.002605 arl:5.973150
0.810966 r1:120 r2:118 r3:60 nr1:110270 nr2:62814 nr3:92397 r1rate:0.356195 r2rate:0.202902 r3rate:0.298461 f nf:44097, frate:0.142442 acl:1.989150 arl:6.020387
0.811591 r1:180 r2:90 r3:182 nr1:144085 nr2:78893 nr3:59004 r1rate:0.441871 r2rate:0.241944 r3rate:0.180950 f nf:44097, frate:0.135234 acl:1.874313 arl:6.394585
0.811724 r1:120 r2:10 r3:60 nr1:111967 nr2:60364 nr3:101260 r1rate:0.353715 r2rate:0.190696 r3rate:0.319890 f nf:42955, frate:0.135699 acl:1.972680 arl:6.076801
0.811814 r1:180 r2:118 r3:90 nr1:141901 nr2:65681 nr3:70622 r1rate:0.440275 r2rate:0.203788 r3rate:0.219118 f nf:44097, frate:0.136819 acl:1.900332 arl:6.308910
0.812516 r1:180 r2:62 r3:102 nr1:129670 nr2:78704 nr3:65050 r1rate:0.408382 r2rate:0.247870 r3rate:0.204868 f nf:44097, frate:0.138879 acl:1.935365 arl:6.200513
0.813231 r1:180 r2:90 r3:150 nr1:139252 nr2:70696 nr3:67025 r1rate:0.433712 r2rate:0.220189 r3rate:0.208755 f nf:44097, frate:0.137344 acl:1.912387 arl:6.280994
0.813258 r1:180 r2:90 r3:166 nr1:140454 nr2:75567 nr3:63162 r1rate:0.434465 r2rate:0.233751 r3rate:0.195379 f nf:44097, frate:0.136405 acl:1.897318 arl:6.331111
0.814040 r1:180 r2:54 r3:90 nr1:143896 nr2:63974 nr3:72735 r1rate:0.443163 r2rate:0.197024 r3rate:0.224005 f nf:44097, frate:0.135808 acl:1.889668 arl:6.363358
0.815002 r1:180 r2:30 r3:90 nr1:123459 nr2:81808 nr3:65961 r1rate:0.391529 r2rate:0.259440 r3rate:0.209184 f nf:44097, frate:0.139846 acl:1.957501 arl:6.150713
0.815567 r1:180 r2:30 r3:106 nr1:122887 nr2:80271 nr3:67402 r1rate:0.390543 r2rate:0.255106 r3rate:0.214208 f nf:44097, frate:0.140143 acl:1.963808 arl:6.135565
