0.062500 r1:138 r2:43 r3:105 nr1:132107 nr2:132107 nr3:251216 r1rate:0.236105 r2rate:0.236105 r3rate:0.448979 f nf:44097, frate:0.078811 acl:0.000000 arl:11.688550
0.783342 r1:120 r2:70 r3:60 nr1:111343 nr2:58466 nr3:88236 r1rate:0.368512 r2rate:0.193505 r3rate:0.292035 f nf:44097, frate:0.145948 acl:1.970941 arl:5.851759
0.787047 r1:120 r2:26 r3:60 nr1:110145 nr2:61248 nr3:86259 r1rate:0.365022 r2rate:0.202977 r3rate:0.285863 f nf:44097, frate:0.146138 acl:1.984093 arl:5.842846
0.798112 r1:120 r2:38 r3:60 nr1:110088 nr2:58853 nr3:93621 r1rate:0.358992 r2rate:0.191917 r3rate:0.305294 f nf:44097, frate:0.143798 acl:1.976723 arl:5.954192
0.798784 r1:120 r2:54 r3:60 nr1:108800 nr2:59934 nr3:93050 r1rate:0.355694 r2rate:0.195939 r3rate:0.304203 f nf:44097, frate:0.144164 acl:1.984409 arl:5.936549
0.800400 r1:180 r2:62 r3:210 nr1:135979 nr2:81156 nr3:57845 r1rate:0.426164 r2rate:0.254346 r3rate:0.181289 f nf:44097, frate:0.138202 acl:1.893327 arl:6.235798
0.800620 r1:180 r2:90 r3:106 nr1:138801 nr2:72986 nr3:62483 r1rate:0.435978 r2rate:0.229251 r3rate:0.196261 f nf:44097, frate:0.138510 acl:1.898793 arl:6.219697
0.803570 r1:120 r2:118 r3:60 nr1:109172 nr2:62372 nr3:91045 r1rate:0.355973 r2rate:0.203374 r3rate:0.296867 f nf:44097, frate:0.143786 acl:1.991186 arl:5.954804
0.803907 r1:180 r2:90 r3:182 nr1:142676 nr2:77853 nr3:58378 r1rate:0.441716 r2rate:0.241028 r3rate:0.180735 f nf:44097, frate:0.136522 acl:1.875540 arl:6.324852
0.804059 r1:120 r2:50 r3:60 nr1:105143 nr2:62047 nr3:93986 r1rate:0.344423 r2rate:0.203251 r3rate:0.307875 f nf:44097, frate:0.144451 acl:2.003279 arl:5.922761
0.805566 r1:180 r2:118 r3:90 nr1:140457 nr2:65072 nr3:70093 r1rate:0.439314 r2rate:0.203529 r3rate:0.219233 f nf:44097, frate:0.137924 acl:1.902139 arl:6.250357
0.805816 r1:180 r2:54 r3:90 nr1:142037 nr2:63375 nr3:71722 r1rate:0.442165 r2rate:0.197288 r3rate:0.223272 f nf:44097, frate:0.137275 acl:1.892398 arl:6.284645
0.805943 r1:180 r2:90 r3:150 nr1:138270 nr2:70585 nr3:65686 r1rate:0.433941 r2rate:0.221521 r3rate:0.206146 f nf:44097, frate:0.138392 acl:1.910598 arl:6.225843
0.806394 r1:120 r2:10 r3:60 nr1:110814 nr2:59871 nr3:100263 r1rate:0.352907 r2rate:0.190670 r3rate:0.319306 f nf:43055, frate:0.137117 acl:1.974879 arl:6.026849
0.806777 r1:180 r2:90 r3:166 nr1:139326 nr2:74717 nr3:62594 r1rate:0.434397 r2rate:0.232956 r3rate:0.195159 f nf:44097, frate:0.137488 acl:1.898249 arl:6.273375
0.807052 r1:180 r2:62 r3:90 nr1:123333 nr2:79184 nr3:65879 r1rate:0.394674 r2rate:0.253394 r3rate:0.210818 f nf:44097, frate:0.141114 acl:1.957257 arl:6.086491
0.807157 r1:180 r2:62 r3:102 nr1:128721 nr2:77911 nr3:64654 r1rate:0.408142 r2rate:0.247036 r3rate:0.205002 f nf:44097, frate:0.139820 acl:1.936680 arl:6.152028
0.807679 r1:180 r2:30 r3:106 nr1:121566 nr2:79189 nr3:66734 r1rate:0.390152 r2rate:0.254148 r3rate:0.214175 f nf:44097, frate:0.141524 acl:1.965547 arl:6.065923
0.808849 r1:180 r2:30 r3:90 nr1:122403 nr2:81129 nr3:65334 r1rate:0.391110 r2rate:0.259229 r3rate:0.208760 f nf:44097, frate:0.140902 acl:1.958551 arl:6.097149
0.809835 r1:180 r2:62 r3:82 nr1:138505 nr2:84013 nr3:57196 r1rate:0.427734 r2rate:0.259451 r3rate:0.176634 f nf:44097, frate:0.136181 acl:1.885081 arl:6.343153
0.810274 r1:180 r2:62 r3:150 nr1:128889 nr2:76888 nr3:66073 r1rate:0.407945 r2rate:0.243357 r3rate:0.209127 f nf:44097, frate:0.139571 acl:1.940753 arl:6.164818
0.810352 r1:180 r2:110 r3:150 nr1:131566 nr2:72024 nr3:68427 r1rate:0.416198 r2rate:0.227842 r3rate:0.216463 f nf:44097, frate:0.139497 acl:1.939762 arl:6.168606
0.810393 r1:180 r2:30 r3:166 nr1:127615 nr2:80880 nr3:63820 r1rate:0.403319 r2rate:0.255616 r3rate:0.201699 f nf:44097, frate:0.139366 acl:1.937746 arl:6.175363
0.810796 r1:180 r2:30 r3:82 nr1:132317 nr2:85189 nr3:59053 r1rate:0.412645 r2rate:0.265671 r3rate:0.184163 f nf:44097, frate:0.137521 acl:1.909040 arl:6.271606
0.810895 r1:120 r2:194 r3:60 nr1:106184 nr2:61258 nr3:96929 r1rate:0.344230 r2rate:0.198588 r3rate:0.314227 f nf:44097, frate:0.142955 acl:1.997313 arl:5.995215
0.811360 r1:180 r2:110 r3:90 nr1:127992 nr2:75318 nr3:67794 r1rate:0.406065 r2rate:0.238952 r3rate:0.215082 f nf:44097, frate:0.139901 acl:1.948918 arl:6.147901
0.811831 r1:180 r2:62 r3:146 nr1:138642 nr2:81795 nr3:59182 r1rate:0.428283 r2rate:0.252675 r3rate:0.182821 f nf:44097, frate:0.136221 acl:1.890759 arl:6.340998
0.811859 r1:180 r2:62 r3:106 nr1:125431 nr2:79649 nr3:65909 r1rate:0.398085 r2rate:0.252785 r3rate:0.209178 f nf:44097, frate:0.139952 acl:1.951045 arl:6.145293
0.812059 r1:180 r2:118 r3:106 nr1:141497 nr2:66603 nr3:69615 r1rate:0.439688 r2rate:0.206962 r3rate:0.216322 f nf:44097, frate:0.137027 acl:1.904301 arl:6.297821
0.812210 r1:180 r2:74 r3:150 nr1:139894 nr2:67017 nr3:69982 r1rate:0.435820 r2rate:0.208782 r3rate:0.218019 f nf:44097, frate:0.137378 acl:1.910340 arl:6.279180
0.812315 r1:180 r2:98 r3:150 nr1:148515 nr2:62686 nr3:71365 r1rate:0.454643 r2rate:0.191898 r3rate:0.218467 f nf:44097, frate:0.134992 acl:1.872248 arl:6.407828
0.813212 r1:180 r2:74 r3:122 nr1:141706 nr2:74440 nr3:63443 r1rate:0.437788 r2rate:0.229976 r3rate:0.196002 f nf:44097, frate:0.136234 acl:1.894447 arl:6.340318
0.813502 r1:180 r2:54 r3:106 nr1:142028 nr2:65342 nr3:71636 r1rate:0.439575 r2rate:0.202233 r3rate:0.221713 f nf:44097, frate:0.136480 acl:1.899137 arl:6.327097
0.813589 r1:120 r2:74 r3:60 nr1:112971 nr2:64016 nr3:90064 r1rate:0.363078 r2rate:0.205741 r3rate:0.289457 f nf:44097, frate:0.141724 acl:1.984387 arl:6.055990
0.813812 r1:180 r2:90 r3:22 nr1:141842 nr2:79590 nr3:59950 r1rate:0.435795 r2rate:0.244532 r3rate:0.184190 f nf:44097, frate:0.135483 acl:1.883879 arl:6.380978
0.813936 r1:120 r2:114 r3:60 nr1:103878 nr2:62824 nr3:97083 r1rate:0.337395 r2rate:0.204052 r3rate:0.315325 f nf:44097, frate:0.143227 acl:2.009884 arl:5.981926
0.813998 r1:180 r2:114 r3:150 nr1:147508 nr2:63522 nr3:71331 r1rate:0.451844 r2rate:0.194579 r3rate:0.218500 f nf:44097, frate:0.135077 acl:1.877813 arl:6.403179
0.814272 r1:180 r2:118 r3:150 nr1:147884 nr2:72048 nr3:62943 r1rate:0.452283 r2rate:0.220349 r3rate:0.192503 f nf:44097, frate:0.134865 acl:1.875084 arl:6.414835
